NCRA,central,lga,LGA,longitude,latitude,SLR,SWL_AEPPC,MTWL_AEPPC,SWL_MFSLR_50,SWL_MFSLR_10,SWL_MFSLR_90,MTWL_MFSLR_50,MTWL_MFSLR_10,MTWL_MFSLR_90
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,123.8947372,-16.18678284,0.06,5.09,5.5,2.31,2.06,2.71,1.41,1.33,1.54
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,123.9473648,-16.18677521,0.06,5.09,5.49,2.27,2.02,2.65,1.41,1.33,1.54
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,124.3684235,-16.18677521,0.06,5.13,5.5,1.96,1.79,2.23,1.42,1.34,1.54
NT,NT,Roper Gulf,Roper_Gulf,137.4736786,-16.18677521,0.06,1.56,2.4,1.69,1.56,1.9,1.28,1.23,1.35
NT,NT,Roper Gulf,Roper_Gulf,137.5263214,-16.18678284,0.06,1.56,2.4,1.7,1.57,1.91,1.28,1.23,1.35
NT,NT,Roper Gulf,Roper_Gulf,137.578949,-16.18677521,0.06,1.56,2.39,1.7,1.57,1.92,1.28,1.23,1.36
NT,NT,Roper Gulf,Roper_Gulf,137.6315765,-16.18678284,0.06,1.56,2.39,1.7,1.57,1.92,1.28,1.24,1.36
NT,NT,Roper Gulf,Roper_Gulf,137.6842041,-16.18678284,0.06,1.56,2.4,1.7,1.57,1.92,1.28,1.24,1.36
QLDNorth,QLD,Carpentaria,Carpentaria,141.3684235,-16.18677521,0.06,2.71,3.69,1.95,1.76,2.27,1.25,1.21,1.31
NA,NA,Douglas,Douglas,145.5263214,-16.18678284,0.06,1.82,2.5,4.1,3.34,5.5,1.97,1.78,2.28
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,123.5263138,-16.13623619,0.06,5.08,5.41,2.5,2.19,3.01,1.49,1.4,1.65
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,123.5789413,-16.13623619,0.06,5.07,5.41,2.54,2.22,3.07,1.49,1.39,1.64
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,123.6315765,-16.13623619,0.06,5.07,5.41,2.58,2.25,3.14,1.49,1.39,1.64
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,123.8421021,-16.13623619,0.06,5.08,5.51,2.5,2.2,2.99,1.4,1.33,1.53
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,124.3684158,-16.13623619,0.06,5.12,5.54,2.01,1.82,2.29,1.4,1.33,1.52
NT,NT,Roper Gulf,Roper_Gulf,137.3684235,-16.13623619,0.06,1.56,2.37,1.69,1.56,1.9,1.28,1.23,1.35
NT,NT,Roper Gulf,Roper_Gulf,137.421051,-16.13623619,0.06,1.56,2.4,1.7,1.56,1.91,1.28,1.23,1.35
QLDNorth,QLD,Carpentaria,Carpentaria,141.3684082,-16.13623619,0.06,2.71,3.69,1.96,1.77,2.28,1.25,1.21,1.31
NA,NA,Douglas,Douglas,145.5263214,-16.13623619,0.06,1.83,2.5,4,3.27,5.31,1.98,1.79,2.29
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,123.6842117,-16.0856781,0.06,5.07,5.41,2.58,2.25,3.13,1.49,1.39,1.64
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,123.7894745,-16.0856781,0.06,5.07,5.53,2.67,2.32,3.25,1.39,1.32,1.51
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,124.421051,-16.0856781,0.06,5.12,5.54,2.06,1.86,2.37,1.4,1.33,1.52
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,124.4736786,-16.0856781,0.06,5.12,5.46,2.06,1.86,2.37,1.48,1.39,1.61
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,124.5263138,-16.0856781,0.06,5.12,5.46,2.04,1.85,2.34,1.48,1.39,1.61
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,124.5789413,-16.0856781,0.06,5.12,5.46,2.02,1.84,2.32,1.47,1.39,1.61
NT,NT,Roper Gulf,Roper_Gulf,137.3157959,-16.0856781,0.06,1.56,2.37,1.69,1.56,1.9,1.28,1.23,1.35
QLDNorth,QLD,Carpentaria,Carpentaria,141.421051,-16.0856781,0.06,2.71,3.69,1.96,1.77,2.28,1.25,1.21,1.31
QLDNorth,QLD,Douglas,Douglas,145.5263214,-16.0856781,0.06,1.83,2.55,3.96,3.25,5.22,1.92,1.74,2.22
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.5263138,-16.03510857,0.06,5.12,5.46,2.03,1.84,2.32,1.48,1.39,1.61
WANorth,WA,Derby-West Kimberley,Derby-West_Kimberley,124.5789413,-16.03510857,0.06,5.12,5.46,1.99,1.81,2.27,1.48,1.39,1.61
NT,NT,Roper Gulf,Roper_Gulf,137.2631531,-16.03510857,0.06,1.56,2.37,1.7,1.57,1.91,1.28,1.23,1.36
QLDNorth,QLD,Carpentaria,Carpentaria,141.421051,-16.03510857,0.06,2.71,3.69,1.96,1.77,2.28,1.25,1.21,1.31
NA,NA,Douglas,Douglas,145.5263214,-16.03510857,0.06,1.83,2.54,3.94,3.24,5.17,1.93,1.75,2.23
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.4736862,-15.98452377,0.06,5.11,5.46,2.09,1.89,2.42,1.48,1.39,1.62
NT,NT,Roper Gulf,Roper_Gulf,136.6842041,-15.98452377,0.06,1.56,2.43,1.69,1.56,1.89,1.24,1.2,1.31
NT,NT,Roper Gulf,Roper_Gulf,136.7368469,-15.98451805,0.06,1.56,2.42,1.7,1.57,1.91,1.25,1.2,1.31
NT,NT,Roper Gulf,Roper_Gulf,136.7894745,-15.98452377,0.06,1.56,2.41,1.71,1.58,1.92,1.25,1.21,1.32
NT,NT,Roper Gulf,Roper_Gulf,136.8421021,-15.98451805,0.06,1.55,2.4,1.72,1.59,1.94,1.25,1.21,1.32
NT,NT,Roper Gulf,Roper_Gulf,136.8947296,-15.98452377,0.06,1.55,2.39,1.73,1.59,1.95,1.26,1.21,1.33
NT,NT,Roper Gulf,Roper_Gulf,136.9473724,-15.98451805,0.06,1.55,2.39,1.74,1.6,1.96,1.26,1.21,1.33
NT,NT,Roper Gulf,Roper_Gulf,137,-15.98452377,0.06,1.55,2.38,1.75,1.61,1.98,1.27,1.22,1.34
NT,NT,Roper Gulf,Roper_Gulf,137.0526276,-15.98452377,0.06,1.54,2.38,1.76,1.61,1.99,1.27,1.23,1.35
NT,NT,Roper Gulf,Roper_Gulf,137.1052704,-15.98451805,0.06,1.55,2.37,1.75,1.61,1.99,1.28,1.23,1.35
NT,NT,Roper Gulf,Roper_Gulf,137.1578979,-15.98452377,0.06,1.55,2.37,1.74,1.6,1.97,1.28,1.24,1.36
NT,NT,Roper Gulf,Roper_Gulf,137.2105255,-15.98451805,0.06,1.55,2.36,1.73,1.59,1.95,1.29,1.24,1.36
QLDNorth,QLD,Carpentaria,Carpentaria,141.421051,-15.98452377,0.06,2.71,3.69,1.97,1.77,2.29,1.25,1.21,1.31
QLDNorth,QLD,Douglas,Douglas,145.4736786,-15.98451805,0.06,1.83,2.58,3.79,3.14,4.92,1.88,1.71,2.16
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.421051,-15.93392658,0.06,5.1,5.45,2.18,1.96,2.55,1.49,1.4,1.64
NT,NT,Roper Gulf,Roper_Gulf,136.6315765,-15.93392658,0.06,1.57,2.44,1.66,1.54,1.86,1.24,1.2,1.3
QLDNorth,QLD,Carpentaria,Carpentaria,141.3684235,-15.93392086,0.06,2.71,3.69,1.94,1.75,2.25,1.25,1.21,1.31
NA,NA,Douglas,Douglas,145.4736786,-15.93392086,0.06,1.77,2.53,3.76,3.12,4.87,1.86,1.7,2.13
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.421051,-15.88331795,0.06,5.1,5.45,2.21,1.97,2.58,1.5,1.41,1.65
NT,NT,Roper Gulf,Roper_Gulf,136.6315765,-15.88331795,0.06,1.57,2.46,1.66,1.54,1.85,1.23,1.19,1.29
QLDNorth,QLD,Carpentaria,Carpentaria,141.3684082,-15.88331795,0.06,2.71,3.69,1.94,1.75,2.25,1.25,1.21,1.31
QLDNorth,QLD,Douglas,Douglas,145.421051,-15.88331795,0.06,1.77,2.47,3.69,3.08,4.77,1.91,1.73,2.19
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3684158,-15.83269596,0.06,5.09,5.44,2.29,2.04,2.69,1.52,1.42,1.67
NT,NT,Roper Gulf,Roper_Gulf,136.6315765,-15.83269596,0.06,1.57,2.46,1.65,1.53,1.84,1.23,1.19,1.29
NT,NT,Roper Gulf,Roper_Gulf,136.6842041,-15.83269596,0.06,1.57,2.45,1.67,1.54,1.86,1.23,1.19,1.29
NT,NT,Roper Gulf,Roper_Gulf,137,-15.83269596,0.06,1.55,2.39,1.73,1.59,1.96,1.26,1.22,1.33
NT,NT,Roper Gulf,Roper_Gulf,137.0526276,-15.83269596,0.06,1.55,2.38,1.75,1.6,1.98,1.27,1.22,1.34
QLDNorth,QLD,Carpentaria,Carpentaria,141.3684082,-15.83269596,0.06,2.71,3.69,1.94,1.75,2.26,1.26,1.21,1.31
QLDNorth,QLD,Cook,Cook,145.421051,-15.83269596,0.06,1.77,2.47,3.64,3.04,4.67,1.9,1.73,2.18
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3684158,-15.78206062,0.06,5.1,5.45,2.2,1.97,2.56,1.53,1.43,1.69
NT,NT,Roper Gulf,Roper_Gulf,136.7368469,-15.78206062,0.06,1.57,2.45,1.67,1.55,1.87,1.23,1.19,1.3
NT,NT,Roper Gulf,Roper_Gulf,136.7894745,-15.78206062,0.06,1.56,2.44,1.68,1.56,1.89,1.24,1.2,1.3
NT,NT,Roper Gulf,Roper_Gulf,136.9473572,-15.78206062,0.06,1.56,2.4,1.71,1.58,1.93,1.26,1.21,1.33
NT,NT,Roper Gulf,Roper_Gulf,137.1052704,-15.78206062,0.06,1.55,2.39,1.76,1.61,1.99,1.27,1.22,1.34
NA,NA,Carpentaria,Carpentaria,141.3684082,-15.78206062,0.06,2.71,3.69,1.95,1.75,2.26,1.26,1.21,1.32
QLDNorth,QLD,Cook,Cook,145.421051,-15.78206062,0.06,1.77,2.47,3.57,2.99,4.55,1.9,1.72,2.18
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3684235,-15.73140717,0.06,5.11,5.46,2.13,1.92,2.46,1.52,1.42,1.68
NT,NT,Roper Gulf,Roper_Gulf,136.4736786,-15.73140717,0.06,1.56,2.41,1.71,1.57,1.93,1.24,1.19,1.3
NT,NT,Roper Gulf,Roper_Gulf,136.5263214,-15.73141289,0.06,1.55,2.4,1.73,1.59,1.95,1.24,1.2,1.31
NT,NT,Roper Gulf,Roper_Gulf,136.578949,-15.73140717,0.06,1.55,2.38,1.74,1.6,1.97,1.27,1.22,1.34
NT,NT,Roper Gulf,Roper_Gulf,136.8421021,-15.73141384,0.06,1.56,2.44,1.68,1.56,1.89,1.24,1.2,1.3
NT,NT,Roper Gulf,Roper_Gulf,137.1052704,-15.73140717,0.06,1.55,2.38,1.76,1.61,1.99,1.26,1.22,1.34
NA,NA,Carpentaria,Carpentaria,141.3684235,-15.73140717,0.06,2.71,3.69,1.95,1.76,2.27,1.26,1.22,1.32
QLDNorth,QLD,Cook,Cook,145.421051,-15.73141289,0.06,1.77,2.48,3.51,2.95,4.45,1.89,1.72,2.17
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3684235,-15.68074703,0.06,5.1,5.5,2.21,1.97,2.57,1.49,1.4,1.63
NT,NT,Roper Gulf,Roper_Gulf,136.4736786,-15.68074703,0.06,1.56,2.42,1.71,1.57,1.93,1.23,1.19,1.3
NT,NT,Roper Gulf,Roper_Gulf,136.6315765,-15.68075275,0.06,1.54,2.37,1.77,1.62,2,1.27,1.22,1.35
NT,NT,Roper Gulf,Roper_Gulf,137.1052704,-15.68074703,0.06,1.54,2.38,1.77,1.62,2,1.27,1.22,1.34
NA,NA,Carpentaria,Carpentaria,141.3684235,-15.68074703,0.06,2.71,3.7,1.95,1.75,2.27,1.26,1.22,1.32
QLDNorth,QLD,Cook,Cook,145.421051,-15.68075275,0.06,1.77,2.48,3.48,2.94,4.41,1.89,1.72,2.17
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3684235,-15.63007355,0.06,5.09,5.52,2.3,2.04,2.71,1.49,1.4,1.64
NT,NT,Roper Gulf,Roper_Gulf,136.421051,-15.63008022,0.06,1.56,2.43,1.7,1.56,1.91,1.23,1.19,1.29
NT,NT,Roper Gulf,Roper_Gulf,136.6842041,-15.63008022,0.06,1.54,2.35,1.76,1.62,2,1.28,1.23,1.36
NT,NT,Roper Gulf,Roper_Gulf,137.1052704,-15.63007355,0.06,1.54,2.37,1.78,1.63,2.02,1.27,1.22,1.34
QLDNorth,QLD,Carpentaria,Carpentaria,141.421051,-15.63008022,0.06,2.72,3.73,1.9,1.72,2.2,1.25,1.21,1.31
QLDNorth,QLD,Cook,Cook,145.3684235,-15.63007355,0.06,1.78,2.48,3.36,2.84,4.22,1.87,1.7,2.14
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3684235,-15.57938862,0.06,5.09,5.52,2.34,2.08,2.77,1.5,1.4,1.64
NT,NT,Roper Gulf,Roper_Gulf,136.3157959,-15.57938862,0.06,1.57,2.44,1.68,1.55,1.89,1.22,1.18,1.28
NT,NT,Roper Gulf,Roper_Gulf,136.3684235,-15.57938862,0.06,1.56,2.43,1.7,1.56,1.91,1.22,1.19,1.29
NT,NT,Roper Gulf,Roper_Gulf,136.7368469,-15.57938862,0.06,1.55,2.38,1.73,1.6,1.95,1.26,1.21,1.33
NT,NT,Roper Gulf,Roper_Gulf,136.7894745,-15.57939529,0.06,1.55,2.36,1.74,1.6,1.96,1.28,1.23,1.35
NT,NT,Roper Gulf,Roper_Gulf,136.8421021,-15.57938862,0.06,1.55,2.36,1.75,1.61,1.98,1.28,1.23,1.35
NT,NT,Roper Gulf,Roper_Gulf,136.8947296,-15.57939529,0.06,1.54,2.37,1.77,1.62,2,1.27,1.22,1.35
NT,NT,Roper Gulf,Roper_Gulf,136.9473724,-15.57938862,0.06,1.54,2.37,1.78,1.63,2.02,1.27,1.22,1.34
NT,NT,Roper Gulf,Roper_Gulf,137,-15.57939529,0.06,1.54,2.37,1.79,1.64,2.03,1.27,1.22,1.34
NT,NT,Roper Gulf,Roper_Gulf,137.0526276,-15.57939529,0.06,1.54,2.36,1.8,1.64,2.05,1.28,1.23,1.36
QLDNorth,QLD,Carpentaria,Carpentaria,141.421051,-15.57939529,0.06,2.72,3.73,1.91,1.73,2.22,1.25,1.21,1.31
QLDNorth,QLD,Cook,Cook,145.3684235,-15.57938862,0.06,1.78,2.38,3.29,2.8,4.12,1.89,1.72,2.16
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.421051,-15.52869701,0.06,5.09,5.37,2.26,2.02,2.65,1.69,1.56,1.9
NT,NT,Roper Gulf,Roper_Gulf,136.2631531,-15.52869701,0.06,1.57,2.45,1.66,1.54,1.87,1.22,1.18,1.28
QLDNorth,QLD,Carpentaria,Carpentaria,141.421051,-15.52869701,0.06,2.71,3.73,1.91,1.73,2.22,1.25,1.21,1.31
QLDNorth,QLD,Cook,Cook,145.3684235,-15.52869034,0.06,1.78,2.38,3.27,2.78,4.07,1.89,1.72,2.16
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.421051,-15.47798729,0.06,5.09,5.36,2.31,2.05,2.71,1.75,1.61,1.98
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125,-15.47798729,0.06,3.87,4.5,22814928325,11870551962,45542210459,1.59,1.48,1.75
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.0526352,-15.47798729,0.06,3.87,4.5,137118259.9,27058349.89,976252076.5,1.58,1.48,1.74
NT,NT,Roper Gulf,Roper_Gulf,136.2631531,-15.47798729,0.06,1.57,2.45,1.66,1.54,1.87,1.22,1.18,1.28
NA,NA,Carpentaria,Carpentaria,141.421051,-15.47798729,0.06,2.72,3.75,1.91,1.73,2.22,1.25,1.21,1.3
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.421051,-15.42726421,0.06,5.09,5.27,2.34,2.08,2.76,1.91,1.73,2.19
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125,-15.42726421,0.06,3.87,4.49,1.47E+29,1.21E+29,1.78E+29,1.6,1.49,1.76
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.0526352,-15.42726421,0.06,3.87,4.5,1.85143E+16,1.74386E+16,1.966E+16,1.59,1.49,1.75
NT,NT,Roper Gulf,Roper_Gulf,136.2105255,-15.42725754,0.06,1.57,2.46,1.65,1.53,1.85,1.21,1.18,1.27
QLDNorth,QLD,Kowanyama,Kowanyama,141.4736786,-15.42725754,0.06,2.72,3.78,1.89,1.71,2.19,1.24,1.2,1.3
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3684158,-15.37652874,0.06,5.08,5.26,2.38,2.11,2.82,1.97,1.77,2.28
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.421051,-15.37652874,0.06,5.09,5.27,2.35,2.08,2.77,1.93,1.75,2.22
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125,-15.37652874,0.06,3.87,4.48,5.90238E+18,NA,NA,1.61,1.5,1.77
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.0526352,-15.37652874,0.06,3.87,4.49,1.90282E+13,1.8285E+13,1.98037E+13,1.6,1.49,1.77
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.0526276,-15.37652874,0.06,3.87,4.64,23065723.94,3368367.08,277859952.7,1.58,1.47,1.75
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1578979,-15.37652874,0.06,3.87,4.64,6.14222E+18,5.66372E+18,6.66318E+18,1.59,1.48,1.76
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-15.37652874,0.06,3.87,4.64,8.50578E+14,8.088E+14,8.94647E+14,1.59,1.48,1.76
NT,NT,Roper Gulf,Roper_Gulf,136.1052704,-15.37652874,0.06,1.59,2.47,1.62,1.5,1.81,1.21,1.18,1.27
NT,NT,Roper Gulf,Roper_Gulf,136.1578979,-15.37652874,0.06,1.58,2.47,1.64,1.52,1.83,1.21,1.18,1.27
QLDNorth,QLD,Kowanyama,Kowanyama,141.5263214,-15.37652874,0.06,2.72,3.8,1.89,1.71,2.18,1.24,1.2,1.29
NA,NA,Hope Vale,Hope_Vale,145.3684235,-15.37652874,0.06,1.8,2.62,3.4,2.88,4.26,1.76,1.62,1.98
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3157883,-15.32577515,0.06,5.07,5.23,2.66,2.32,3.21,1.83,1.66,2.1
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.0526276,-15.32578182,0.06,3.87,4.64,5274227.28,812364.56,62162392.91,1.58,1.47,1.75
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1052704,-15.32578182,0.06,3.87,4.64,1.20136E+11,55998169893,2.70563E+11,1.59,1.48,1.76
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.1578979,-15.32578182,0.06,3.87,4.64,3.83E+23,NA,NA,1.59,1.48,1.76
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-15.32577515,0.06,3.87,4.64,4.37E+22,NA,NA,1.59,1.48,1.77
NT,NT,Roper Gulf,Roper_Gulf,136.0526276,-15.32578087,0.06,1.59,2.47,1.61,1.49,1.79,1.21,1.17,1.27
QLDNorth,QLD,Kowanyama,Kowanyama,141.5263214,-15.32578087,0.06,2.72,3.79,1.91,1.72,2.21,1.24,1.2,1.3
QLDNorth,QLD,Hope Vale,Hope_Vale,145.3684235,-15.32577515,0.06,1.8,2.62,3.4,2.88,4.27,1.76,1.62,1.98
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3157883,-15.27501488,0.06,5.07,5.53,2.62,2.3,3.14,1.44,1.35,1.57
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-15.27501488,0.06,3.87,4.64,1.09E+33,8.49E+32,1.39E+33,1.6,1.48,1.77
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2631531,-15.2750206,0.06,3.87,4.64,8.58246E+13,8.21414E+13,8.96838E+13,1.6,1.49,1.78
NT,NT,Roper Gulf,Roper_Gulf,136,-15.2750206,0.06,1.59,2.46,1.6,1.49,1.78,1.22,1.18,1.27
QLDNorth,QLD,Kowanyama,Kowanyama,141.578949,-15.27501488,0.06,2.72,3.79,1.91,1.72,2.21,1.24,1.2,1.3
QLDNorth,QLD,Hope Vale,Hope_Vale,145.3684235,-15.27501488,0.06,1.8,2.62,3.43,2.9,4.31,1.76,1.62,1.99
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.3684235,-15.22424316,0.06,5.08,5.64,2.43,2.15,2.88,1.37,1.3,1.48
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.421051,-15.22424889,0.06,5.08,5.64,2.38,2.11,2.82,1.37,1.3,1.47
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.4736862,-15.22424316,0.06,5.09,5.53,2.32,2.06,2.74,1.44,1.36,1.56
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.5263138,-15.22424889,0.06,4.03,4.25,2.28,2.03,2.67,1.69,1.55,1.91
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.578949,-15.22424316,0.06,4.03,4.3,2.24,2,2.63,1.59,1.47,1.77
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.6315765,-15.22424889,0.06,4.03,4.3,2.22,1.98,2.59,1.58,1.47,1.76
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.6842117,-15.22424889,0.06,4.04,4.21,2.19,1.96,2.55,1.71,1.58,1.93
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.7368393,-15.22424316,0.06,4.04,4.11,2.17,1.95,2.52,1.94,1.76,2.22
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.7894745,-15.22424889,0.06,4.04,4.12,2.15,1.93,2.5,1.93,1.76,2.21
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.8421021,-15.22424316,0.06,4.04,4.12,2.14,1.93,2.48,1.93,1.76,2.21
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-15.22424316,0.06,3.87,4.63,8.36336E+16,7.83817E+16,8.92568E+16,1.6,1.49,1.78
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2631531,-15.22424889,0.06,3.87,4.63,33632639003,16314982684,72590364929,1.61,1.49,1.79
NT,NT,Roper Gulf,Roper_Gulf,135.8947296,-15.22424889,0.06,1.6,2.47,1.57,1.47,1.74,1.21,1.18,1.27
NT,NT,Roper Gulf,Roper_Gulf,135.9473724,-15.22424316,0.06,1.6,2.46,1.59,1.48,1.76,1.22,1.18,1.27
QLDNorth,QLD,Kowanyama,Kowanyama,141.578949,-15.22424316,0.06,2.71,3.78,1.93,1.74,2.24,1.24,1.21,1.3
QLDNorth,QLD,Hope Vale,Hope_Vale,145.3157959,-15.22424316,0.06,1.8,2.62,3.4,2.88,4.28,1.75,1.61,1.97
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.8421021,-15.17346478,0.06,4.04,4.11,2.15,1.93,2.5,1.94,1.76,2.22
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2105255,-15.17346478,0.06,3.87,4.63,3776384111,1758246495,8586281179,1.61,1.49,1.79
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,128.2631531,-15.17346478,0.06,3.87,4.62,114644870.2,22829501.55,808673710,1.61,1.5,1.8
NT,NT,Victoria Daly,Victoria_Daly,129.1578979,-15.17346478,0.06,3.98,4.64,3.17,2.64,4.13,1.51,1.42,1.65
NT,NT,Victoria Daly,Victoria_Daly,129.2105255,-15.17346478,0.06,3.98,4.64,3.11,2.6,4.05,1.51,1.42,1.65
NT,NT,Victoria Daly,Victoria_Daly,129.2631531,-15.17346478,0.06,3.99,4.64,3,2.53,3.86,1.52,1.42,1.65
NT,NT,Roper Gulf,Roper_Gulf,135.8421021,-15.17346478,0.06,1.61,2.47,1.56,1.45,1.72,1.21,1.18,1.27
QLDNorth,QLD,Kowanyama,Kowanyama,141.5789337,-15.17346478,0.06,2.71,3.78,1.94,1.75,2.26,1.24,1.21,1.3
QLDNorth,QLD,Cook,Cook,145.3157959,-15.17346478,0.06,1.8,2.72,3.4,2.87,4.28,1.66,1.54,1.83
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.8421021,-15.12266827,0.06,4.04,4.21,2.16,1.94,2.52,1.78,1.63,2.02
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.3157883,-15.12266827,0.06,4.08,4.1,1.85,1.7,2.09,1.82,1.68,2.05
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.3684158,-15.12266827,0.06,4.09,4.1,1.84,1.69,2.07,1.81,1.67,2.03
NT,NT,Victoria Daly,Victoria_Daly,129.1052704,-15.12266827,0.06,3.98,4.65,3.22,2.67,4.24,1.5,1.41,1.63
NT,NT,Victoria Daly,Victoria_Daly,129.2631531,-15.12266827,0.06,3.98,4.64,3.08,2.58,3.99,1.51,1.42,1.65
NT,NT,Victoria Daly,Victoria_Daly,129.578949,-15.12266827,0.06,3.98,4.64,3.18,2.65,4.13,1.51,1.42,1.65
NT,NT,Victoria Daly,Victoria_Daly,129.6315765,-15.12266827,0.06,3.98,4.64,3.14,2.62,4.06,1.51,1.42,1.65
NT,NT,Roper Gulf,Roper_Gulf,135.6842041,-15.12266827,0.06,1.61,2.49,1.56,1.45,1.73,1.21,1.17,1.26
NT,NT,Roper Gulf,Roper_Gulf,135.7368317,-15.12266827,0.06,1.61,2.48,1.57,1.46,1.74,1.21,1.17,1.27
NT,NT,Roper Gulf,Roper_Gulf,135.7894745,-15.12266827,0.06,1.61,2.47,1.57,1.46,1.73,1.21,1.18,1.27
QLDNorth,QLD,Kowanyama,Kowanyama,141.5789337,-15.12266827,0.06,1.82,2.93,1.95,1.75,2.27,1.24,1.2,1.29
QLDNorth,QLD,Cook,Cook,145.3157959,-15.12266827,0.06,1.8,2.73,3.41,2.88,4.3,1.65,1.53,1.82
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,124.8421021,-15.07185268,0.06,4.04,4.19,2.18,1.95,2.53,1.85,1.69,2.11
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.2631607,-15.07185936,0.06,4.07,4.09,1.91,1.75,2.15,1.88,1.72,2.11
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.3157883,-15.07185936,0.06,4.08,4.09,1.89,1.73,2.14,1.85,1.7,2.09
WANorth,WA,Wyndham-East Kimberley,Wyndham-East_Kimberley,125.3684235,-15.07185936,0.06,4.08,4.1,1.86,1.7,2.1,1.83,1.68,2.05
